nome_fifa_limpo,nome_ocidental_limpo,posicao,data_nascimento,clube,role...6,role...7,acted_as_sweeper,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,shots_woodwork,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating,name_limpo
placide johny,johny placide,GK,1988-01-29,SC Bastia (FRA),Keeper,Keeper,0,1,0,90,1,1,1,0,10,NA,NA,NA,,0,0,0%,0,0,0,10,0,0,21,21,24,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,NA,NA,NA,7.3,roberto
tanaka ao,ao tanaka,MF,1998-09-10,Leeds United FC (ENG),Midfielder,Midfielder,NA,NA,NA,77,NA,NA,NA,NA,11,0,0,0,73%,1,0,0%,1,0,0,1,1,2,1,15,29,2,0,0,0,0,0,6,7,2,2,2,4,2,3,0,1,NA,NA,7.2,christian gentner
havertz kai,kai lukas havertz,FW,1999-06-11,Arsenal FC (ENG),Attacker,Attacker,NA,NA,NA,7,NA,NA,NA,NA,3,0,0,0,75%,0,0,0%,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,NA,NA,NA,paulinho
issa laye,gueye seydinaissalaye,DF,1997-12-22,Al Arabi SC (QAT),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,33,0,0,1,89%,1,0,100%,0,1,0,2,0,0,5,37,44,1,1,3,0,0,0,1,2,0,0,1,1,1,0,0,NA,NA,NA,7.7,lewis dunk
cordoba jose,jose angel cordoba chambers,DF,2001-06-03,Norwich City FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,11,0,0,1,85%,1,0,100%,0,1,0,0,0,0,0,13,31,1,1,9,0,1,1,3,4,0,1,6,0,0,2,0,NA,1,NA,8.2,andrea papetti
demirovic ermedin,ermedin demirovic,FW,1998-03-25,VfB Stuttgart (GER),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,13,0,0,1,65%,7,0,86%,1,6,0,0,1,1,1,20,39,3,0,0,2,1,0,6,2,0,0,3,0,0,2,0,NA,NA,NA,7.8,manolo gabbiadini
gravenberch ryan,ryan jiro gravenberch,MF,2002-05-16,Liverpool FC (ENG),Midfielder,Midfielder,NA,NA,NA,70,NA,NA,NA,NA,46,0,0,0,94%,1,1,0%,0,0,0,4,0,0,4,49,61,0,0,0,0,0,0,2,5,1,0,1,3,2,2,0,1,NA,NA,7,julian baumgartlinger
thomas-asante brandon,solomon brandon michael clarke thomas-asante,FW,1998-12-29,Coventry City FC (ENG),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,12,1,1,1,55%,2,0,50%,1,1,0,0,0,2,0,22,33,1,2,0,1,1,0,3,2,0,0,2,0,0,0,0,NA,NA,NA,8.3,erling braut haland
tshibola aaron,tshibola aaron,MF,1995-01-02,Kilmarnock FC (SCO),Midfielder,Midfielder,NA,NA,NA,45,NA,NA,NA,NA,19,0,0,0,76%,0,0,0%,0,0,0,0,1,0,1,25,36,0,0,0,2,0,0,3,0,0,2,3,0,0,0,0,1,NA,NA,5.4,mehdi bourabia
chamakh mouhib,abdelmouhib chamakh,GK,2001-08-25,Club Africain (TUN),Keeper,Keeper,0,4,0,90,0,7,3,3,17,NA,NA,NA,,0,0,0%,0,0,0,10,0,0,25,32,46,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,NA,NA,NA,7.9,aaron ramsdale
zizo,ahmed mostafa mohamed sayed,FW,1996-01-10,Al Ahly FC (EGY),Attacker,Attacker,NA,NA,NA,84,NA,NA,NA,NA,41,0,0,1,80%,2,0,100%,0,2,0,5,5,2,6,51,80,1,1,1,3,1,1,10,5,3,4,7,2,2,1,1,0,NA,NA,7.9,ruben rochina
burnic dzenis,dzenis burnic,MF,1998-05-22,Karlsruher SC (GER),Midfielder,Midfielder,NA,NA,NA,7,NA,NA,NA,NA,4,0,0,0,57%,0,0,0%,0,0,0,0,0,0,2,7,13,0,3,0,0,0,0,2,3,1,1,1,0,0,0,1,0,1,NA,NA,andre hahn
saliba nathan,nathan-dylan saliba,MF,2004-02-07,RSC Anderlecht (BEL),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,23,1,0,0,88%,0,0,0%,0,0,0,1,0,3,1,26,35,1,0,0,1,3,1,4,3,0,1,5,1,1,1,0,NA,NA,NA,7.4,piotr zielinski
rashford marcus,marcus rashford,FW,1997-10-31,FC Barcelona (ESP),Attacker,Attacker,NA,NA,NA,5,NA,NA,NA,NA,4,0,0,0,50%,0,0,0%,0,0,0,0,0,0,0,8,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,NA,NA,NA,charles
amdouni zeki,mohamed zeki amdouni,FW,2000-12-04,Burnley FC (ENG),Attacker,Attacker,NA,NA,NA,18,NA,NA,NA,NA,10,0,0,0,77%,1,1,0%,0,0,0,0,2,1,0,13,21,0,1,0,0,2,2,0,4,0,0,0,0,0,1,1,0,1,NA,6.6,matteo politano
sugawara yukinari,yukinari sugawara,DF,2000-06-28,SV Werder Bremen (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,24,0,0,0,71%,1,0,0%,1,0,0,1,10,1,5,34,66,1,3,0,0,1,1,1,5,0,1,3,1,1,0,0,NA,NA,NA,7.3,carlos clerc
abada achref,achref abada,DF,1999-06-15,USM Alger (ALG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,12,0,0,0,67%,0,0,0%,0,0,0,1,0,0,4,18,26,3,0,4,0,0,0,4,0,2,2,3,0,0,0,0,NA,1,NA,6.5,craig cathcart
thiaw malick,malick thiaw,DF,2001-08-08,Newcastle United FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,36,2,0,0,67%,1,0,0%,1,0,0,3,7,2,12,54,78,0,0,3,0,0,0,1,3,0,1,3,3,1,0,0,NA,NA,NA,8.6,trent alexander-arnold
joao paulo,joao paulo moreira fernandes,MF,1998-05-26,FC FCSB (ROU),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,33,0,0,0,70%,0,0,0%,0,0,0,8,3,0,14,47,78,0,0,5,0,2,2,1,3,0,2,6,0,0,1,0,NA,NA,NA,7.3,gergo lovrencsics
nordfeldt kristoffer,bo kristoffer nordfeldt,GK,1989-06-23,AIK Stockholm (SWE),Keeper,Keeper,0,2,4,90,0,3,3,5,23,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,7,25,34,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,5.1,roman burki
porozo jackson,jackson gabriel porozo vernaza,DF,2000-08-04,Club Tijuana (MEX),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,62,0,0,0,77%,2,0,50%,1,1,0,5,0,0,16,81,98,2,4,5,0,1,1,2,7,0,1,5,2,1,0,0,NA,NA,NA,7.7,daniel schwaab
mohammad abuzraiq,mohammad faisal yousef abu zraiq,FW,1997-12-30,Raja Casablanca (MAR),Attacker,Attacker,NA,NA,NA,86,NA,NA,NA,NA,15,0,1,1,79%,2,0,100%,0,2,0,3,1,3,3,19,34,2,0,1,3,2,2,8,2,3,0,2,0,0,0,0,1,1,NA,7.7,andrea petagna
belaid zineddine,zineddine belaid,DF,1999-03-20,JS Kabylie (ALG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,59,0,0,0,92%,1,0,100%,0,1,0,0,0,0,2,64,90,2,0,6,0,1,1,3,5,1,3,8,4,3,0,0,NA,NA,NA,7.9,luke shaw
pineda orbelin,orbelin pineda alvarado,MF,1996-03-24,AEK Athens (GRE),Midfielder,Midfielder,NA,NA,NA,85,NA,NA,NA,NA,49,0,0,0,84%,3,1,0%,2,0,0,4,0,1,5,58,72,2,3,0,2,0,0,6,6,1,2,7,0,0,3,0,1,NA,NA,6.9,scott mctominay
nagatomo yuto,yuto nagatomo,DF,1986-09-12,FC Tokyo (JPN),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,38,0,0,0,83%,0,0,0%,0,0,0,7,1,1,11,46,60,2,1,7,0,0,0,4,4,0,0,5,3,0,0,0,NA,NA,NA,6.8,antonio rudiger
hirst george,george david eric hirst,FW,1999-02-15,Ipswich Town FC (ENG),Attacker,Attacker,NA,NA,NA,67,NA,NA,NA,NA,10,0,0,0,59%,0,0,0%,0,0,0,2,1,0,3,17,33,0,1,1,2,4,2,6,4,0,0,2,0,0,1,0,1,NA,NA,6.1,marco richter
ekdal hjalmar,hjalmar ekdal,DF,1998-10-21,Burnley FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,27,0,0,0,79%,1,0,0%,1,0,0,4,0,0,7,34,48,4,2,5,0,0,0,6,3,2,4,2,1,1,0,0,NA,1,NA,6.6,diego godin
lee gihyuk,gihyuk lee,MF,2000-07-07,Gangwon FC (KOR),Midfielder,Midfielder,NA,NA,NA,79,NA,NA,NA,NA,40,0,0,0,87%,2,0,0%,2,0,0,1,3,3,2,46,62,2,0,0,2,2,2,7,3,2,0,3,1,1,0,0,1,NA,NA,6.9,viktor fischer
pickford jordan,jordan lee pickford,GK,1994-03-07,Everton FC (ENG),Keeper,Keeper,0,2,0,120,0,5,2,4,22,NA,NA,NA,,0,0,0%,0,0,0,6,0,0,13,30,40,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,NA,NA,NA,5.3,michel vorm
vasilj nikola,nikola vasilj,GK,1995-12-02,FC St. Pauli (GER),Keeper,Keeper,0,1,0,90,0,4,3,6,15,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,10,21,34,0,0,0,0,0,0,0,2,0,0,9,0,0,2,0,NA,NA,NA,6.7,bartlomiej dragowski
de paul rodrigo,rodrigo javier de paul,MF,1994-05-24,Inter Miami CF (USA),Midfielder,Midfielder,NA,NA,NA,78,NA,NA,NA,NA,29,0,0,0,71%,2,1,50%,0,1,0,4,2,0,10,41,61,1,1,2,1,1,0,5,6,1,0,8,3,2,2,0,1,NA,NA,6.9,brais mendez
jo hyeonwoo,hyeonwoo jo,GK,1991-09-25,Ulsan HD (KOR),Keeper,Keeper,0,0,0,90,0,2,1,8,12,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,7,16,27,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,NA,NA,NA,7.2,jose sa
olivera mathias,mathias olivera miramontes,DF,1997-10-31,SSC Napoli (ITA),Defender,Defender,NA,NA,NA,7,NA,NA,NA,NA,3,0,0,0,60%,0,0,0%,0,0,0,0,0,0,1,5,6,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,NA,NA,NA,scott dann
mukau ngalayel,ngal'ayel mukau,MF,2004-11-03,Lille OSC (FRA),Midfielder,Midfielder,NA,NA,NA,19,NA,NA,NA,NA,13,0,0,0,76%,2,1,0%,1,0,0,1,0,0,1,17,19,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,NA,NA,6,stefano sensi
chavez mateo,mateo chavez garcia,DF,2004-05-12,AZ Alkmaar (NED),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,21,0,0,0,95%,0,0,0%,0,0,0,2,0,0,2,22,28,2,1,2,0,0,0,5,2,3,1,2,1,1,0,0,NA,1,NA,5.6,cristian zapata
davies alphonso,alphonso boyle davies,DF,2000-11-02,FC Bayern München (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,50,0,0,0,78%,0,0,0%,0,0,0,2,1,0,9,64,80,5,2,3,0,1,1,7,8,1,1,5,4,3,1,0,NA,NA,NA,6.8,davinson sanchez
banza simon,simon bokote banza,FW,1996-08-13,Al Jazira (UAE),Attacker,Attacker,NA,NA,NA,61,NA,NA,NA,NA,4,0,0,0,40%,2,0,0%,2,0,0,0,4,0,2,10,29,6,1,1,0,0,0,7,5,0,0,1,2,0,2,0,1,NA,NA,5.9,andrew williams
bazoer riechedly,riechedly guillermo bazoer,DF,1996-10-12,Konyaspor (TUR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,21,0,0,0,91%,1,0,0%,1,0,0,1,0,0,2,23,42,1,2,5,0,0,0,3,5,2,1,5,1,0,2,0,NA,NA,NA,5.7,fabio pisacane
arce alex,alex adrian arce barrios,FW,1995-06-16,CS Independiente Rivadavia (ARG),Attacker,Attacker,NA,NA,NA,61,NA,NA,NA,NA,14,0,0,0,61%,1,0,0%,1,0,0,0,0,1,1,23,40,1,0,0,1,1,1,5,2,2,0,1,0,0,1,0,1,NA,NA,5.9,jean-paul boetius
robinson miles,miles gordon robinson,DF,1997-03-14,FC Cincinnatti (USA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,33,0,0,0,92%,0,0,0%,0,0,0,9,0,0,12,36,53,1,2,6,0,0,0,3,4,1,1,1,2,2,0,0,NA,1,NA,6.3,dragos grigore
muldur mert,mert muldur,DF,1999-04-03,Fenerbahçe SK (TUR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,47,0,0,0,94%,0,0,0%,0,0,0,2,0,0,4,50,57,0,4,3,0,0,0,0,4,0,0,8,0,0,0,0,NA,NA,NA,6.5,david costas
ugarte manuel,manuel ugarte ribeiro,MF,2001-04-11,Manchester United FC (ENG),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,55,0,0,0,92%,0,0,0%,0,0,0,2,0,0,2,60,69,2,2,1,0,2,2,4,7,1,0,5,2,2,1,0,NA,NA,NA,7.2,mato jajalo
goncalo ramos,goncalo matias ramos,FW,2001-06-20,Paris Saint-Germain (FRA),Attacker,Attacker,NA,NA,NA,45,NA,NA,NA,NA,2,0,0,0,20%,1,0,0%,1,0,0,0,1,0,0,10,17,4,3,0,2,0,0,7,5,1,0,0,0,0,2,0,1,NA,NA,5.5,ashley barnes
rodriguez brian,paul brian rodriguez bravo,FW,2000-05-20,Club América (MEX),Attacker,Attacker,NA,NA,NA,82,NA,NA,NA,NA,15,1,1,0,68%,0,0,0%,0,0,0,0,2,2,2,22,39,0,5,0,0,4,0,5,6,1,1,3,1,1,0,0,1,NA,NA,7.2,antonio puertas
raum david,david raum,DF,1998-04-22,RB Leipzig (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,21,0,0,0,72%,0,0,0%,0,0,0,4,0,0,4,29,44,5,4,5,0,0,0,7,10,2,0,5,1,1,5,0,NA,NA,NA,6.3,berat djimsiti
ralston anthony,anthony ralston,DF,1998-11-16,Celtic FC (SCO),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,58,0,0,0,94%,1,0,0%,1,0,0,2,0,1,3,62,84,0,3,8,0,1,1,0,6,0,4,7,2,1,0,0,NA,NA,NA,5.5,chris smalling
avalos gabriel,gabriel avalos stumpfs,FW,1991-07-09,CA Independiente (ARG),Attacker,Attacker,NA,NA,NA,6,NA,NA,NA,NA,1,0,0,0,33%,0,0,0%,0,0,0,1,0,0,1,3,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,quique
shaffelburg jacob,jacob everett shaffelburg,MF,1999-11-26,LAFC (USA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,77%,0,0,0%,0,0,0,0,0,0,1,22,36,2,0,1,2,1,1,8,6,2,1,3,2,2,3,0,NA,1,NA,6,sofyan amrabat
stopira,ianique dos santos tavares,DF,1988-05-20,SCU Torreense (POR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,37,0,0,0,86%,0,0,0%,0,0,0,4,0,0,6,43,50,1,2,2,1,0,0,3,2,1,1,6,0,0,0,0,NA,NA,NA,6.5,aridane hernandez
hwang heechan,hee chan hwang,MF,1996-01-26,Wolverhampton Wanderers FC (ENG),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,46,2,1,1,94%,1,0,100%,0,1,0,1,7,4,2,49,71,2,0,0,1,5,4,7,4,2,1,6,0,0,0,0,NA,NA,NA,9.2,christopher nkunku
de winter koni,koni de winter,DF,2002-06-12,AC Milan (ITA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,55,0,0,0,82%,1,1,0%,0,0,0,8,0,2,12,67,95,2,1,1,0,1,1,2,5,0,2,5,1,1,2,0,NA,NA,NA,7.6,stefano denswil
musiala jamal,jamal musiala,MF,2003-02-26,FC Bayern München (GER),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,76,0,1,0,86%,0,0,0%,0,0,0,6,7,2,9,88,103,0,2,1,0,0,0,2,7,1,0,7,2,2,3,0,NA,1,NA,7.1,luca cigarini
behich aziz,aziz behich,DF,1990-12-16,Melbourne City FC (AUS),Defender,Defender,NA,NA,NA,89,NA,NA,NA,NA,44,0,0,0,96%,1,0,0%,1,0,0,3,1,0,3,46,63,5,2,2,0,0,0,7,6,1,1,1,3,2,2,0,1,NA,NA,6.8,edson alvarez
lagerbielke gustaf,gustaf johan lagerbielke,DF,2000-04-10,SC Braga (POR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,46,0,0,0,85%,0,0,0%,0,0,0,6,4,0,9,54,66,0,1,0,0,0,0,0,3,0,1,4,0,0,2,0,NA,NA,NA,6.3,fabrizio cacciatore
roemeratoe godfried,godfried roemeratoe,MF,1999-08-19,RKC Waalwijk (NED),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,52,0,0,0,84%,1,0,100%,0,1,0,2,0,0,4,62,79,1,2,1,0,1,0,4,7,0,2,11,2,1,3,0,NA,NA,NA,7,lucas torreira
hadjam jaouen,jaouen djimmy hadjam,DF,2003-03-26,BSC Young Boys (SUI),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,14,0,0,0,58%,1,1,0%,0,0,0,1,9,3,5,24,61,0,1,4,1,2,0,5,3,1,0,2,2,0,0,0,NA,1,NA,6.6,daniel brosinski
kim jingyu,jingyu kim,MF,1997-02-24,Jeonbuk Hyundai Motors FC (KOR),Midfielder,Midfielder,NA,NA,NA,39,NA,NA,NA,NA,15,0,0,0,83%,0,0,0%,0,0,0,1,2,1,2,18,28,0,1,2,1,0,0,2,3,1,0,3,2,1,0,1,0,NA,NA,6.5,danilo cataldi
tielemans youri,youri marion a tielemans,MF,1997-05-07,Aston Villa FC (ENG),Midfielder,Midfielder,NA,NA,NA,22,NA,NA,NA,NA,16,0,0,0,94%,0,0,0%,0,0,0,2,0,0,3,17,25,1,2,2,2,0,0,4,3,1,0,1,1,0,0,1,0,1,NA,5.6,simone missiroli
zlomislic martin,martin zlomislic,GK,1998-08-16,HNK Rijeka (CRO),Keeper,Keeper,0,0,0,90,0,1,0,5,29,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,8,33,40,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,NA,NA,NA,5.9,jiri pavlenka
toney ivan,ivan benjamin elijah toney,FW,1996-03-16,Al Ahli FC (KSA),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,16,0,0,0,67%,1,0,100%,0,1,0,0,2,0,0,24,45,6,8,0,1,3,1,10,13,1,1,0,4,2,1,0,NA,NA,NA,7.1,jay rodriguez
rangel raul,jose raul rangel aguilar,GK,2000-02-25,CD Guadalajara (MEX),Keeper,Keeper,0,0,0,90,1,0,0,6,17,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,5,19,27,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,NA,NA,NA,5.4,emil audero
irvine jackson,jackson alexander irvine,MF,1993-03-07,FC St. Pauli (GER),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,24,0,0,0,77%,1,0,0%,1,0,0,1,1,1,2,31,49,1,2,0,0,6,3,10,7,4,0,7,1,0,1,0,NA,1,NA,6.2,tomas rincon
sutalo josip,josip sutalo,DF,2000-02-28,AFC Ajax (NED),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,70,0,0,0,95%,0,0,0%,0,0,0,3,3,0,3,74,84,0,1,0,0,0,0,1,3,0,2,6,2,2,0,0,NA,NA,NA,7.4,stefan daniel radu
sarr mamadou,mamadou sarr,DF,2005-08-29,Chelsea FC (ENG),Defender,Defender,NA,NA,NA,85,NA,NA,NA,NA,16,0,0,0,70%,3,2,0%,1,0,0,2,0,0,2,23,40,5,2,0,2,2,1,13,7,5,1,4,2,1,2,0,1,1,NA,5.9,ben zolinski
yazan alarab,yazan mousa mahmoud alarab,DF,1996-01-31,FC Seoul (KOR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,34,0,0,0,74%,0,0,0%,0,0,0,1,4,1,3,46,72,1,3,3,1,0,0,5,5,2,0,11,2,2,0,0,NA,NA,NA,4.7,jonathan cristian silva
barbarouses kosta,kosta barbarouses,FW,1990-02-19,WS Wanderers FC (AUS),Attacker,Attacker,NA,NA,NA,29,NA,NA,NA,NA,10,0,0,0,71%,0,0,0%,0,0,0,0,1,0,2,14,19,0,0,1,2,0,0,3,1,1,0,1,0,0,1,0,NA,NA,1,4.4,diego perotti
mojica johan,johan andres mojica palacio,DF,1992-08-21,RCD Mallorca (ESP),Defender,Defender,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,deandre yedlin
zima david,david zima,DF,2000-11-08,SK Slavia Praha (CZE),Defender,Defender,NA,NA,NA,17,NA,NA,NA,NA,5,0,0,0,83%,0,0,0%,0,0,0,0,0,1,1,6,12,0,0,0,0,2,1,2,2,0,0,1,1,0,0,1,0,NA,NA,6.2,davide calabria
tabakovic haris,haris tabakovic,FW,1994-06-20,Borussia Mönchengladbach (GER),Attacker,Attacker,NA,NA,NA,69,NA,NA,NA,NA,14,0,0,0,74%,1,0,0%,1,0,0,0,1,0,0,19,36,2,1,1,2,8,3,10,4,0,0,3,0,0,0,0,1,NA,NA,6,adrian lopez
adams jayden,jayden oswin adams,MF,2001-05-05,177,Midfielder,Midfielder,NA,NA,NA,82,NA,NA,NA,NA,20,0,0,0,83%,2,1,0%,1,0,0,0,1,1,0,24,39,0,0,0,2,6,5,4,6,0,0,3,0,0,1,0,1,NA,NA,6.5,jeremie boga
kim moonhwan,moonhwan kim,DF,1995-08-01,Daejeon Hana Citizen FC (KOR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,48,0,0,0,74%,0,0,0%,0,0,0,5,0,0,15,65,74,1,3,4,0,0,0,2,4,1,3,10,1,1,0,0,NA,1,NA,6.5,vedran corluka
fayzullaev abbosbek,abbosbek fayzullaev,MF,2003-10-03,Başakşehir FK (TUR),Midfielder,Midfielder,NA,NA,NA,62,NA,NA,NA,NA,11,0,0,0,73%,0,0,0%,0,0,0,0,6,0,0,15,32,1,1,0,1,0,0,3,1,0,1,3,0,0,0,0,1,NA,NA,5.6,ferran torres
khalid alghannam,khalid essa m alghannam,FW,2000-11-08,Al Ettifaq FC (KSA),Attacker,Attacker,NA,NA,NA,71,NA,NA,NA,NA,15,1,1,0,71%,1,0,0%,1,0,0,0,9,2,1,21,35,0,1,1,0,1,1,3,2,1,0,5,0,0,0,0,1,NA,NA,7.4,paolo ghiglione
upamecano dayot,dayotchanculle oswald upamecano,DF,1998-10-27,FC Bayern München (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,34,1,0,0,83%,0,0,0%,0,0,0,3,3,1,6,41,60,0,1,0,0,4,2,4,4,2,0,6,1,1,0,0,NA,NA,NA,7.8,tono
nasrullaev sherzod,sherzod nasrullaev,DF,1998-07-23,Pakhtakor Tashkent FK (UZB),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,37,0,1,0,82%,0,0,0%,0,0,0,1,0,1,3,45,53,4,2,4,0,0,0,4,3,1,2,3,1,0,0,0,NA,NA,NA,6.5,ragnar klavan
matheus cunha,matheus santos carneiro da cunha,FW,1999-05-27,Manchester United FC (ENG),Attacker,Attacker,NA,NA,NA,89,NA,NA,NA,NA,7,0,0,0,58%,2,1,0%,1,0,0,0,3,3,0,12,34,1,1,1,0,7,4,8,7,2,1,4,2,1,0,0,1,NA,NA,7.7,allan saint-maximin
camara lamine,lamine camara,MF,2004-01-01,AS Monaco (FRA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,43,1,0,0,74%,0,0,0%,0,0,0,3,5,3,7,58,91,1,1,1,0,3,1,4,3,1,0,8,0,0,2,0,NA,NA,NA,7.9,jesus navas
simeone giuliano,giuliano simeone,FW,2002-12-18,Atlético De Madrid (ESP),Attacker,Attacker,NA,NA,NA,76,NA,NA,NA,NA,15,0,0,0,63%,4,2,25%,1,1,0,2,1,0,3,24,42,1,1,0,3,3,1,7,4,0,0,9,2,2,0,0,1,NA,NA,6.1,benito raman
rabiot adrien,adrien thibault marie rabiot,MF,1995-04-03,AC Milan (ITA),Midfielder,Midfielder,NA,NA,NA,11,NA,NA,NA,NA,1,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,2,0,0,2,1,0,0,0,1,0,NA,NA,6.1,alex oxlade-chamberlain
benbot oussama,oussama benbot,GK,1994-10-11,USM Alger (ALG),Keeper,Keeper,0,1,0,90,1,3,2,8,12,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,9,16,30,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,NA,NA,NA,5.4,robin olsen
ruben dias,ruben dos santos gato alves dias,DF,1997-05-14,Manchester City FC (ENG),Defender,Defender,NA,NA,NA,23,NA,NA,NA,NA,8,0,0,0,73%,0,0,0%,0,0,0,0,0,0,1,11,24,1,0,0,0,1,0,2,2,0,0,2,1,1,1,1,0,NA,NA,5.8,pervis estupinan
el khannouss bilal,bilal el khannouss,MF,2004-05-10,VfB Stuttgart (GER),Midfielder,Midfielder,NA,NA,NA,28,NA,NA,NA,NA,7,0,0,0,100%,0,0,0%,0,0,0,0,1,0,0,7,17,0,0,0,1,3,2,3,2,1,0,2,0,0,0,1,0,NA,NA,6.2,thomas lemar
caicedo jordy,jordy josue caicedo medina,FW,1997-11-18,CA Huracán (ARG),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,50,0,0,0,89%,2,1,0%,1,0,0,2,0,0,2,56,70,6,2,2,1,0,0,10,3,2,2,9,0,0,1,0,NA,NA,NA,6.2,jerdy schouten
kessie franck,franck yannick kessie,MF,1996-12-19,Al Ahli FC (KSA),Midfielder,Midfielder,NA,NA,NA,8,NA,NA,NA,NA,0,0,1,0,0,0,0,0%,0,0,0,0,2,1,1,2,6,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,NA,NA,NA,erik thommy
zwane themba,themba zwane,MF,1989-08-03,Mamelodi Sundowns FC (RSA),Midfielder,Midfielder,NA,NA,NA,56,NA,NA,NA,NA,21,0,0,0,88%,0,0,0%,0,0,0,1,0,0,1,24,36,0,3,0,1,0,0,2,7,0,0,5,1,0,3,0,1,NA,NA,5.8,jack wilshere
david promise,promise oluwatobi emmanuel david,FW,2001-07-03,Royale Union Saint-Gilloise (BEL),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,63%,2,1,0%,1,0,0,1,4,2,4,27,45,0,0,0,0,2,0,4,3,1,1,5,1,0,2,0,NA,NA,NA,6.2,edin visca
